Vin_A,Vin_B,temp,pvdd,cqload,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp_par,xj_n,xj_p,ndep_n,ndep_p,leakage,delay
1.0,0.0,-45.20617700496797,1.0595407860599537,3.941712613479783,9.048016686184914e-10,9.00105249981019e-10,8.600070568105401e-10,9.414589176832118e-10,8.342032308475186e-10,8.886238071854208e-10,6.587301600591925e-10,1.554219733875676e-08,1.3270832296819019e-08,7.150574683998797e+18,2.630318582366906e+18,1.5436737479993477e-08,3.2706200800005583
1.0,0.0,63.198252192112136,1.0973579891140166,4.244010103450325,8.082386266548019e-10,9.086323729030668e-10,8.171947841265835e-10,9.18892513042728e-10,8.14889174342139e-10,8.661482041378426e-10,7.12526556215268e-10,1.3911697824431585e-08,1.565077722591415e-08,6.215910519913592e+18,3.141598074036872e+18,1.5197568165340705e-08,0.34460080888640165
0.0,0.0,95.66140324456111,1.039428910082077,0.5183853314088035,1.0075541250588876e-09,7.776546325764895e-10,8.684378842123434e-10,9.893035760088359e-10,1.0044413983853413e-09,7.85130180300662e-10,5.874989563225629e-10,1.1961781406944924e-08,1.551357001292521e-08,6.246335773676143e+18,2.5436954000171484e+18,1.645366234465185e-08,1.258488753741026
0.0,1.0,12.196773145869372,1.0502107582427067,4.6210827383950015,9.84875092654058e-10,8.368283059866127e-10,9.4259696878707e-10,8.058867342846373e-10,9.131463332261616e-10,9.508993723613744e-10,6.796926187379656e-10,1.4030233713124829e-08,1.4022338806039244e-08,7.266208915304816e+18,2.698835009216386e+18,1.481321322205959e-08,3.354087906302008
1.0,1.0,102.42376580927612,1.096560507941004,3.125260637087649,8.797035143231689e-10,7.768860570295501e-10,9.85592580394676e-10,8.697485600697137e-10,8.370949146031976e-10,7.768684890241548e-10,6.754715293165106e-10,1.4332313324110807e-08,1.4327974986387331e-08,5.89160769030681e+18,2.6899466131880074e+18,1.455113736917877e-08,8.271763294215331
1.0,0.0,-16.597616579177227,0.9013981570798348,4.347395485509336,8.217367045190579e-10,8.819608877182382e-10,7.879822989869351e-10,8.616242846616165e-10,9.492588003614737e-10,7.968391927294757e-10,7.391383022325701e-10,1.3116993043100724e-08,1.316307159871481e-08,5.892981698706413e+18,2.787213605766125e+18,1.4988228175845024e-08,7.7905353187983515
0.0,1.0,3.570276241023109,1.026809675287273,3.425339453285223,8.165580825312721e-10,9.891330648233752e-10,9.5517569535544e-10,7.88579697374976e-10,8.334758277779633e-10,8.77017225434414e-10,6.25769539100399e-10,1.36542010531661e-08,1.2586586192494035e-08,7.033653962349264e+18,2.517888993430759e+18,1.6701036378257693e-08,4.110044261519259
1.0,0.0,-27.86734125438969,1.047794306390658,1.0172198660331149,9.64729188500229e-10,8.588507505618269e-10,7.862839922739696e-10,8.018662192810388e-10,8.879747856291221e-10,8.508700318154504e-10,5.775809606833025e-10,1.4865905400347959e-08,1.286177916950475e-08,6.160184512585739e+18,2.874323423872229e+18,1.4830518370810766e-08,8.65328953254888
0.0,0.0,56.700655175419755,1.0835654107514392,3.0516799572119258,7.775561273086199e-10,9.587422374983827e-10,8.563763051635244e-10,8.455041743635798e-10,7.665979727951429e-10,8.299808368860305e-10,6.399083025415662e-10,1.4655683869378277e-08,1.2052563183013302e-08,6.6311948604033e+18,2.891936842267591e+18,1.5032790460828492e-08,5.616050036247412
0.0,1.0,20.576526356655236,1.0767688608368686,0.4638217362184735,9.220673368790414e-10,8.329605751694976e-10,1.0131232103533674e-09,9.466397908140043e-10,9.750288604394029e-10,9.032375050580347e-10,6.489536538121303e-10,1.2452866809941321e-08,1.3542066048436826e-08,6.508190284813642e+18,2.7594966174792484e+18,1.6403383254725374e-08,9.242109319690753
0.0,0.0,55.391002431541764,1.068392136246759,3.4816579207886114,9.225942705796261e-10,9.774915060973486e-10,7.774441453389985e-10,7.981409527024268e-10,1.0029642039612562e-09,8.931697054074304e-10,6.327218523002132e-10,1.2698441717845676e-08,1.2077284283562203e-08,6.671537525083825e+18,2.505349765139207e+18,1.6406074115907994e-08,0.2259430728916223
0.0,0.0,82.10148297095304,1.089158254388341,2.050915693992058,8.063434551223554e-10,8.665537896541139e-10,7.658117824400555e-10,8.273908754415404e-10,9.799018557302524e-10,8.698333122132479e-10,6.771792978015806e-10,1.4052532614269956e-08,1.3245690421399835e-08,5.882512018105417e+18,2.9799464767620183e+18,1.4653194389099134e-08,8.638964721256187
1.0,0.0,43.226542885930726,1.0074758375827415,0.7671485337700427,9.390477415824044e-10,8.502252235753278e-10,8.447467613598039e-10,9.318107633466673e-10,8.03462885331043e-10,9.57149818811168e-10,6.15193744584247e-10,1.3318791553870547e-08,1.51938024830875e-08,6.376794248117848e+18,3.0995336238626345e+18,1.655901972764889e-08,7.081931960436441
1.0,0.0,57.97346388232182,0.9013840191169654,4.896356781183386,9.391731974556522e-10,9.371598195526e-10,1.0015846906022315e-09,9.115501245908358e-10,9.69618927029448e-10,8.865337210263685e-10,6.011340530873378e-10,1.478449381899269e-08,1.3320860237047692e-08,6.814721218617557e+18,2.6872745087400356e+18,1.6832721994536465e-08,3.3857700848638084
0.0,0.0,113.34505659097994,0.902210879739402,4.506411276811299,8.489078403301115e-10,8.902403496929688e-10,7.650897522141035e-10,7.865160410991677e-10,8.481397904793973e-10,1.0086141816986815e-09,6.469706466457761e-10,1.2142267461295158e-08,1.3502544272527486e-08,6.115006898666196e+18,2.604355346319988e+18,1.6225153440256396e-08,6.9813174324651595
0.0,0.0,-1.168424270408238,1.0089278111235718,4.468783129882237,8.827774818301159e-10,8.456792913627363e-10,8.16568724359637e-10,9.99701081053782e-10,9.978155484747499e-10,9.636602135328709e-10,6.935834442614274e-10,1.305517588433284e-08,1.3874716515440212e-08,5.991443601402233e+18,3.1178348831476024e+18,1.5725727834227424e-08,7.019709417333397
0.0,0.0,9.649508954111568,0.9870544477727883,3.9462133286977417,9.715219419918444e-10,7.747554262872791e-10,9.132032473960936e-10,7.975993471574956e-10,8.359657858745653e-10,7.870381402772564e-10,7.215496614152247e-10,1.3226318488377146e-08,1.3009465118894154e-08,6.47651873951118e+18,2.5344579827138765e+18,1.560422413550001e-08,6.027783799391048
0.0,1.0,74.18660510768063,0.9902490106730898,3.462985814466153,8.928809314606803e-10,8.023263882494164e-10,8.193733494780709e-10,7.755974284248495e-10,7.827078009012861e-10,8.295889386574112e-10,6.828295590984287e-10,1.3482778186416051e-08,1.2064476151469114e-08,7.324335716163736e+18,2.7783338343608356e+18,1.522241937417865e-08,9.106359340170346
0.0,1.0,55.0349930699696,0.9800809474420075,3.2788466066583033,9.17011903650184e-10,9.561702241501529e-10,7.736671339089214e-10,8.372803695492195e-10,9.766418017103682e-10,8.961127899002694e-10,6.341510240793937e-10,1.4848952491467788e-08,1.4829571357495308e-08,7.332411252168456e+18,2.9319584680401823e+18,1.462797358675847e-08,8.981577278797126
1.0,0.0,-22.864077182851332,1.0835451618182472,0.5394082501422378,8.648434912235146e-10,9.938658537207497e-10,7.73320954857876e-10,7.667227569808136e-10,7.896282177474518e-10,8.790976431868749e-10,6.96926720226454e-10,1.180525069046833e-08,1.2711352140263878e-08,7.166952330775841e+18,2.4661773772430577e+18,1.475554393652177e-08,2.296463689307522
1.0,1.0,12.70651580188823,0.9718340702339581,4.503825514239086,7.97998168647885e-10,8.028849243329333e-10,9.020264732355201e-10,7.678038426032492e-10,8.975245110520303e-10,7.71933374846876e-10,6.021054362636673e-10,1.2318537654058543e-08,1.2321266713830834e-08,6.171841471749018e+18,3.015072979251586e+18,1.471121597951491e-08,2.3589195523389375
1.0,0.0,29.210842362448687,1.0712453883526167,4.406830697560006,1.013508924435059e-09,9.046380702630843e-10,9.027210530551602e-10,9.069979776623948e-10,8.55490765504958e-10,8.941502217287951e-10,6.978398662047196e-10,1.3973332802661135e-08,1.2085713930258184e-08,6.90444038476603e+18,2.914541741746828e+18,1.6688498333639363e-08,4.5923679663638985
1.0,0.0,20.490170834310078,1.0805729587583284,3.7417846063590186,8.950102761517823e-10,7.686801182605704e-10,9.394443495389824e-10,9.868094947826717e-10,9.522409727598525e-10,9.137605333899363e-10,6.517523453064179e-10,1.3711135461161815e-08,1.449868765713688e-08,7.355176811468756e+18,2.96954517930515e+18,1.681206561857178e-08,6.779612471722908
0.0,0.0,-22.91053450203266,0.999900353999791,4.637301645784861,8.454574012008097e-10,8.338742381414438e-10,7.934622474253069e-10,8.622462762989684e-10,9.502204839792366e-10,8.776949065723078e-10,6.160371632673615e-10,1.5602503953599093e-08,1.1799899869642865e-08,6.880655924555095e+18,2.585207044170993e+18,1.5699557514877175e-08,7.569167448216978
0.0,0.0,111.3974165211672,0.9893876074730177,2.76988642247598,9.41301980802256e-10,8.739921415911946e-10,8.869623300069891e-10,8.367441914261383e-10,9.571389259008226e-10,9.799979525644017e-10,6.876841956206538e-10,1.1957296527483012e-08,1.414521598295719e-08,6.765827569825365e+18,2.628113848506714e+18,1.621664522808123e-08,9.892308114890975
0.0,1.0,82.21737710491564,1.0522041208430895,2.243735250240601,9.176887287320216e-10,9.469129782938976e-10,9.126410887111653e-10,9.923153226684735e-10,7.760736613354334e-10,9.013737992432377e-10,6.407904751654158e-10,1.2936813720958133e-08,1.3148026934079534e-08,5.935999869884356e+18,3.147594669178233e+18,1.4817491297481211e-08,2.6183908903577113
0.0,1.0,31.644049779413407,1.0415943015279765,4.840057536809731,8.191587031960364e-10,7.712033947813339e-10,8.164834680261899e-10,7.756111704736307e-10,9.780273366446888e-10,9.5975987343543e-10,6.754107454539766e-10,1.4895911708219616e-08,1.3792838930879168e-08,6.99598947210307e+18,2.6924249018953523e+18,1.466860013587125e-08,5.377343122711902
0.0,1.0,67.41098509523059,0.9657070233192412,2.3260146271103035,9.827390768469785e-10,9.584325853547153e-10,8.990250386279365e-10,8.802213955686959e-10,8.784477587375735e-10,9.09053197561037e-10,6.828234196117673e-10,1.5642751283833713e-08,1.5423041012824087e-08,7.028544592427768e+18,2.4524766214069437e+18,1.5700195196695077e-08,2.078650978024804
1.0,1.0,106.51088098439394,0.9205096251849293,3.210208960925117,7.780093459779941e-10,8.11472532133551e-10,9.39892538854388e-10,8.24160994653037e-10,8.156727844300046e-10,9.909640861242277e-10,6.368453628668952e-10,1.5776560452556603e-08,1.173300909896897e-08,6.026600815426614e+18,2.6886498121933133e+18,1.5241093112372116e-08,8.536225433244727
0.0,0.0,-30.488654374917182,0.9529704800364961,1.8715801128236105,9.138473559663194e-10,9.5292106984541e-10,1.0116735198076528e-09,8.569546317707125e-10,8.359195368563445e-10,8.144037382987814e-10,7.376163373815173e-10,1.2917202454029177e-08,1.4315249642267336e-08,6.408527573271895e+18,2.707629578671964e+18,1.62960192947705e-08,3.734701454572693
1.0,1.0,-9.93285087274402,0.9262057011624598,3.185267867838442,8.813836768354968e-10,9.188695861936389e-10,9.114913670651432e-10,8.643416560984728e-10,9.892965474630454e-10,9.712468041160515e-10,6.476963966674133e-10,1.4154321767900062e-08,1.5367451581712204e-08,6.693005244645624e+18,3.0680977420954547e+18,1.5416767927707694e-08,9.564888137654489
1.0,0.0,42.68622450619611,0.9589464551553383,3.6032939881721817,8.408223971014718e-10,8.462522625787728e-10,9.787424624189305e-10,8.984649557088553e-10,7.615222576346865e-10,8.737896434837431e-10,7.372980847281284e-10,1.5628075423554097e-08,1.2724707551846926e-08,6.155215789262201e+18,2.6340636672658324e+18,1.515151167506339e-08,7.2123992276175315
1.0,0.0,88.82186684342454,0.9523643131161599,3.1270310711898666,9.699005525781014e-10,9.438328761209583e-10,9.717528783675581e-10,8.751257428633882e-10,9.636374154855173e-10,9.371841234236536e-10,6.099850765431757e-10,1.5707434350621628e-08,1.220370139565022e-08,7.390228455720216e+18,3.003134201553745e+18,1.595428244052316e-08,7.440716535696423
1.0,1.0,-48.47411882052507,1.0275422847773428,2.5776690766688266,9.266943768694728e-10,8.200259362887363e-10,9.988277920016547e-10,1.0109645550700042e-09,9.946781134755253e-10,9.037909554130906e-10,5.98383322965835e-10,1.2209520213535663e-08,1.3315336870988985e-08,6.018958405241391e+18,2.513401108295077e+18,1.5301166442979053e-08,0.6578613578162995
0.0,0.0,122.1232670353449,1.090899205690956,1.507552880149912,9.529128722069042e-10,8.158109015900332e-10,9.436561216350938e-10,7.664798423232174e-10,8.235138928994966e-10,7.876490182797051e-10,6.772444224321031e-10,1.3172562870513553e-08,1.5601277749310423e-08,7.360108502344972e+18,2.8007124249696256e+18,1.679732661577557e-08,5.828577249553075
1.0,1.0,26.88318851883149,1.0371487464660967,3.2227899239197546,8.653233206317084e-10,7.756831685763269e-10,8.141275050013394e-10,9.524453525132352e-10,9.68788640061045e-10,8.708930287599115e-10,6.629983614261225e-10,1.4715854264280375e-08,1.4105251658114903e-08,6.016627725739785e+18,2.7263947777022853e+18,1.4887058737154864e-08,0.4411482683124146
1.0,1.0,9.661605311910137,1.085329881612914,4.5430601873542,9.993691761518537e-10,8.598416021513216e-10,8.357151464256793e-10,7.729528082869047e-10,8.009168442030734e-10,9.31165138745817e-10,6.618542495826609e-10,1.4005190675820242e-08,1.5584401543792764e-08,6.570518011377604e+18,2.6689389263258747e+18,1.547606913105877e-08,0.7541598695484697
1.0,1.0,-2.3096011888410644,1.0568264517216888,0.044493829936640125,8.47559749370626e-10,7.848174843000813e-10,9.593099807530263e-10,8.694918552246649e-10,7.641212048746858e-10,9.881945913218634e-10,7.391547417362898e-10,1.4074787170552956e-08,1.2830182172478202e-08,7.397379257794867e+18,2.990730539933257e+18,1.6759597478400026e-08,9.49685369309923
0.0,1.0,-23.615792622843106,1.0455755244142346,0.678305846874155,8.94885410811734e-10,8.6655322996135e-10,8.922889777776837e-10,8.112690992458131e-10,9.135618801579694e-10,8.15488669269337e-10,5.701816083960995e-10,1.3482419887040971e-08,1.4665653037998206e-08,6.066714669759854e+18,2.866071419049944e+18,1.5727683082279647e-08,0.6589147076801583
0.0,1.0,87.48330360740502,0.9828123880426684,0.6076680609142799,9.97147128400136e-10,7.624901083235734e-10,8.23832396326976e-10,1.0001067843375723e-09,9.241355051751347e-10,8.502163030832032e-10,6.470968027365688e-10,1.516624595860219e-08,1.285011136709753e-08,6.978154681710969e+18,3.1157839374741606e+18,1.5355071764222818e-08,9.358456333493807
0.0,0.0,116.97454965429736,0.9649589005726738,4.616794461435342,7.811299953029447e-10,7.993911701780756e-10,9.267942662969213e-10,9.435125597687662e-10,7.981361460125183e-10,8.515943907803032e-10,6.221765705418023e-10,1.1992471807793399e-08,1.383002302537259e-08,6.596361346805473e+18,2.6932996211327396e+18,1.6687944985112145e-08,2.5419469664022065
1.0,1.0,19.456055872171675,1.069255474494584,3.317110967923447,7.876378510404072e-10,9.968224729358186e-10,9.902601189514633e-10,8.775631792313717e-10,8.901667561898098e-10,8.931882462313613e-10,6.427493397613599e-10,1.2662974060635566e-08,1.541082754863834e-08,6.448001552214267e+18,2.52246001579679e+18,1.4381887888208517e-08,0.1967139717813049
1.0,1.0,116.43572505562213,1.081078646585801,4.759422651286052,1.0125236926461607e-09,9.620727013072847e-10,8.50853224125972e-10,1.0018694978127502e-09,8.579148807471624e-10,9.792033374558893e-10,7.294872394254679e-10,1.459176025371643e-08,1.208897087827743e-08,6.438888326164592e+18,2.6045739623565727e+18,1.499869802049189e-08,9.712110983767305
0.0,0.0,93.28357077830614,0.9903764987301864,2.9182382333300168,1.0067333538667376e-09,8.199855520468283e-10,9.114461954553506e-10,9.432088335475436e-10,7.793695672779129e-10,8.604636231251876e-10,7.07449974571219e-10,1.5064684075619496e-08,1.2934803912834516e-08,6.675634104423292e+18,2.9241420036069734e+18,1.6228478411797245e-08,4.636836764586333
1.0,1.0,31.5892029457373,0.901812619637329,2.314047156824676,9.560122078826327e-10,9.424461697961226e-10,9.077011348439013e-10,1.0017928562514787e-09,8.889665399444318e-10,7.972892597740401e-10,6.042813843571986e-10,1.5680586948647983e-08,1.3173291643000344e-08,7.02735508366993e+18,2.9050022212047534e+18,1.485504119433228e-08,3.178976176686341
0.0,1.0,66.3247122427039,1.0585062117812942,3.963791129953669,8.829838221220759e-10,9.297943749331609e-10,7.922515662138861e-10,9.38962017596221e-10,9.086246919477815e-10,8.886647165730274e-10,6.897212985583072e-10,1.2935122823938029e-08,1.1967931791045038e-08,6.286762833283252e+18,2.8861993123959716e+18,1.4945931321452042e-08,3.998042427168149
0.0,0.0,23.297152250683325,0.9570137680944584,0.8131019147013706,8.885394555536566e-10,8.049391059671265e-10,7.829222272336811e-10,7.797385457821754e-10,8.15161702835217e-10,7.695677380155449e-10,6.685377650831552e-10,1.2626747004839422e-08,1.2694601053060302e-08,7.411927526645094e+18,2.949682335556699e+18,1.6301722077106213e-08,9.264957562327
1.0,0.0,45.57021347825943,0.9019775730033842,1.9128772004234338,8.253320698785087e-10,8.542488658607303e-10,9.859143994756638e-10,9.165415639615935e-10,9.479040287032692e-10,8.474920236693892e-10,6.393761936953555e-10,1.2781677176255223e-08,1.1986338988870726e-08,7.262578518958503e+18,2.510951548794243e+18,1.4880583115956068e-08,2.5249736279469124
1.0,1.0,-44.55165933666932,1.0609977117952245,2.3367084602657764,8.699136831783725e-10,9.920812586106558e-10,9.971183704290625e-10,1.0090088251586454e-09,7.784407669623963e-10,8.90614980688202e-10,6.281333868947067e-10,1.274477227904523e-08,1.2928070338145044e-08,6.56486229508267e+18,2.641492572133329e+18,1.667857093377023e-08,9.287134357634697
1.0,0.0,70.32742555409597,1.0034828377633798,1.49930738861547,8.695627419780484e-10,9.476343423342353e-10,9.89677414190171e-10,8.144022535127994e-10,8.999527763607403e-10,8.914911516595032e-10,6.717301495945103e-10,1.3670278564803991e-08,1.1843293509890109e-08,6.637330126988146e+18,2.846424540697286e+18,1.516395934638918e-08,0.8152347609239619
1.0,1.0,-45.49156399285539,1.0370421492676938,1.8627152059183076,7.691668648073915e-10,9.53128695861849e-10,8.60750317788022e-10,9.6135587975233e-10,8.370611145329072e-10,9.681579274686631e-10,6.497370182470278e-10,1.288478314207658e-08,1.1887275658817398e-08,6.955442599173179e+18,2.747087904368711e+18,1.5306937752950208e-08,0.9342852957606917
0.0,0.0,92.07529044553692,1.0829379642288957,0.39974488275284714,8.751021848405521e-10,9.032270525685958e-10,8.330555033003095e-10,8.068965443100738e-10,8.707625609366126e-10,9.63484450068436e-10,6.634540206968629e-10,1.229667047588903e-08,1.2686156819172666e-08,6.233927924598958e+18,2.798308692182642e+18,1.446062348724638e-08,4.943334738347014
0.0,1.0,93.49044730290035,1.0082347660276212,0.9979381113532942,8.818677797634367e-10,9.290471088787169e-10,9.993117584607423e-10,8.748682448729363e-10,9.869422777677858e-10,8.317887340561473e-10,7.014051926443536e-10,1.1948442739083866e-08,1.3271657472697924e-08,6.577044159592992e+18,2.5874032591046287e+18,1.5264011738680347e-08,3.3484400288636595
0.0,1.0,-12.326088239881372,1.0006388145157932,1.6841286344513327,9.291089262543852e-10,8.892195729721496e-10,9.84231801592407e-10,7.815045851425678e-10,9.301683798586695e-10,8.364653865655562e-10,7.34391992160689e-10,1.2771224580519747e-08,1.3351147220806926e-08,6.316775410660272e+18,2.871731094153038e+18,1.599963834224206e-08,0.20376325009100804
0.0,1.0,3.2593005864440485,0.9581324242696527,3.9814932618333403,8.911790400004701e-10,9.481870260474033e-10,9.682336045533025e-10,8.465088803331677e-10,7.978151621734441e-10,1.0093428347509763e-09,6.398444753748298e-10,1.5057282356979585e-08,1.3158055611019613e-08,6.453109458554259e+18,2.6753071485522683e+18,1.5543191777628497e-08,5.428193926749599
0.0,0.0,31.63586814049279,0.9610387668879906,0.9206618006658909,9.788674648233015e-10,9.461128219371107e-10,8.448829903029103e-10,9.571615264223103e-10,9.851217296737824e-10,8.594373240564178e-10,6.42509001840019e-10,1.51672471917643e-08,1.3820390136622503e-08,7.086460501768501e+18,3.0075000816431386e+18,1.4389244378457887e-08,2.748204183191143
1.0,1.0,52.39932324784667,1.0593084132059292,1.7397354661812812,8.533607036114232e-10,7.678951296433507e-10,9.222406232652955e-10,7.714980841796234e-10,8.546997062984672e-10,7.962773935858103e-10,7.129123580848761e-10,1.4135546771904118e-08,1.5447026935412875e-08,6.590294486236841e+18,2.855401970244138e+18,1.653178920014997e-08,5.330740263495074
0.0,0.0,-3.276340886440593,0.9898058491171875,0.3339522381027066,8.640682681662229e-10,9.204706957305e-10,9.5060675004191e-10,8.413299454202456e-10,8.466862696914039e-10,9.26862432087869e-10,5.920721976765819e-10,1.3340555009763457e-08,1.3593802703444854e-08,7.141285199892208e+18,3.1491708719921454e+18,1.518433969317783e-08,5.898948830750812
0.0,1.0,51.6475528337465,0.9327052417216242,2.789950680684764,9.051565584686429e-10,9.199726705859418e-10,9.063431912654337e-10,9.199570880636013e-10,8.873902512187638e-10,8.218528170946424e-10,7.061423400646459e-10,1.2814443746484758e-08,1.2136780993604418e-08,6.062576806485613e+18,2.85864892464248e+18,1.499766538517038e-08,2.04360811302101
0.0,1.0,-1.3983268187262041,0.9189057528000991,3.0601419318232295,8.114915720258649e-10,7.770992712623063e-10,9.129091006580671e-10,1.0009335850615302e-09,8.121446742771673e-10,9.132600902272689e-10,6.36499650782924e-10,1.1890516480197531e-08,1.4504611283690778e-08,6.853575820170083e+18,2.4731127853541125e+18,1.4861222646256894e-08,8.185642557183092
1.0,1.0,-45.01167020720908,0.994584023372356,4.328927152676213,8.599485137378837e-10,8.642368413541053e-10,9.521986968514607e-10,8.22319349582554e-10,9.922159402849424e-10,9.686049883636999e-10,6.405746764781458e-10,1.576083895453674e-08,1.561892204586982e-08,7.186933675675122e+18,2.591020598475204e+18,1.4673961061324512e-08,4.883122443561087
1.0,1.0,-54.54504103025639,0.9929910047235462,4.097388832524801,9.342865378253453e-10,9.882924373975318e-10,9.547743073246923e-10,8.039801024481669e-10,8.788438133466028e-10,8.041094841604043e-10,6.20422365178123e-10,1.3283578099531271e-08,1.2525788187196306e-08,6.052746831907232e+18,2.615401588683711e+18,1.5206486487270516e-08,7.284485866970023
1.0,1.0,-36.79280957468285,1.0306916556410792,1.4340359938725638,8.645994197758002e-10,1.002173461474642e-09,8.209469610101251e-10,8.117323401632126e-10,8.60030965742852e-10,8.747150445525476e-10,5.908624623681489e-10,1.3247792354856514e-08,1.2518040437764707e-08,6.544682137522164e+18,2.453155564668291e+18,1.5589441163757025e-08,5.956113088617293
1.0,0.0,87.60512602952329,0.9942134955490282,0.6933989090574001,9.902805935425294e-10,9.586815807191575e-10,8.592313786731397e-10,8.201494191574303e-10,8.034258092109328e-10,8.572690468215506e-10,6.966977137988544e-10,1.3347573032902235e-08,1.2752973646237783e-08,7.260298862773853e+18,3.092791530934409e+18,1.574637445412077e-08,5.578472712904957
0.0,0.0,118.05763622900068,0.928695140826843,0.7888550792299147,9.162863323188726e-10,7.984736819985958e-10,9.584208430962403e-10,9.221336750311323e-10,9.638810890205481e-10,1.0138443114771662e-09,7.227990584470558e-10,1.4891648877690154e-08,1.1930717607407049e-08,7.337714054196085e+18,2.8838610823837425e+18,1.6131475506063798e-08,8.0483141559597
0.0,0.0,21.85391587061946,1.0015605769597027,4.845130075771818,7.990570084800265e-10,8.551788690241659e-10,8.264076669840301e-10,1.0136616343527311e-09,1.002020233070101e-09,9.407546328434663e-10,6.553552123608735e-10,1.440962011477789e-08,1.5010717657087894e-08,7.023293711134894e+18,3.0164609603241533e+18,1.4555214952988758e-08,3.2679807014626294
1.0,1.0,37.2831116209897,1.081357880777205,3.369396811896713,8.838108626112978e-10,8.063685507011407e-10,9.925608673592034e-10,8.929921854031834e-10,9.808765239547472e-10,7.809216281092588e-10,6.026028871690452e-10,1.5569017045934707e-08,1.3280729937364557e-08,6.844769973067703e+18,2.85501315445557e+18,1.6325828782170895e-08,6.956704470444169
1.0,1.0,-28.567329566783297,0.9318882823240425,0.22242823113816415,9.542538013813245e-10,9.256425785847963e-10,9.730788918373056e-10,8.289434183703894e-10,8.010202285424729e-10,8.180634575037623e-10,6.227217864727364e-10,1.2033489586556252e-08,1.4882610265570716e-08,6.030697267073779e+18,3.048829739177338e+18,1.4727283548527625e-08,2.0372128026983303
0.0,0.0,44.18564348242826,1.03795092819555,0.692528482675022,9.234096719878602e-10,9.563786906334195e-10,9.874458763082292e-10,9.49727781788093e-10,9.50910332702007e-10,7.999440472518084e-10,5.843456865492155e-10,1.564072748501701e-08,1.4278430726804309e-08,7.379160260772031e+18,2.8840186493506504e+18,1.5588577355523884e-08,6.747964197434212
0.0,1.0,-28.962117638744168,1.0187718529931054,2.4341423248537692,9.848569477127183e-10,9.844764925306488e-10,8.355141793748929e-10,8.001959167151178e-10,8.11857616866858e-10,7.638670802637116e-10,7.111946312014266e-10,1.4129297772305268e-08,1.218667131610359e-08,5.76539013652568e+18,2.493938606791518e+18,1.657887831129567e-08,3.6747948633612095
1.0,1.0,55.018579615789406,1.0497171453423606,1.0470657334226678,9.504956557167447e-10,9.78604712768966e-10,7.866997206430082e-10,7.676235999536329e-10,7.698639359035122e-10,8.402262792622478e-10,6.585216003219224e-10,1.551279424462829e-08,1.3951315899925514e-08,6.645753576493817e+18,2.4559928838496e+18,1.5093522017807706e-08,0.15776129727492427
1.0,1.0,112.98656016455368,0.9301200546855186,4.0202583351500945,7.756498982429112e-10,7.851993216258713e-10,7.855500201153742e-10,9.137373021169672e-10,8.830558160196904e-10,8.424121141203513e-10,7.363768011147825e-10,1.4839264851165793e-08,1.4645041038611543e-08,6.052274870164195e+18,2.752373152991638e+18,1.5382433038276847e-08,8.814862795663569
1.0,0.0,-19.774262925452874,1.088321067381199,2.8703534166711306,7.885782129064915e-10,7.919211977726769e-10,9.012005150937462e-10,8.134150707819946e-10,9.302766758580777e-10,8.196883254529117e-10,7.013071058994434e-10,1.5744351475831996e-08,1.1927705973237357e-08,7.328113954359186e+18,2.8950681231703163e+18,1.6642389280566974e-08,0.9167587749639217
1.0,0.0,82.62146925027835,1.0241932855534317,3.0670347168685987,9.25036169487859e-10,9.910566404872855e-10,8.37619971939758e-10,8.614062619590595e-10,7.915690408896549e-10,9.004879529399693e-10,6.934505281078597e-10,1.2596866841200246e-08,1.3443560139843712e-08,6.849947407062979e+18,3.041381342981124e+18,1.6848516342862978e-08,4.974930079854449
0.0,0.0,-50.76956389270167,1.0694142275382275,2.3194994847655668,8.205556214620324e-10,9.74321245707155e-10,8.269345076097023e-10,8.187087065535741e-10,9.13801814998125e-10,8.154863234235286e-10,6.444596303318852e-10,1.384914366844901e-08,1.5027088121350507e-08,7.214523541172513e+18,3.0759571185899366e+18,1.6577001012031233e-08,7.457701709248251
0.0,0.0,12.589503437891779,0.9493213527360471,1.2877532493773145,9.093100652703663e-10,8.769360539225577e-10,8.1649097006829e-10,9.93187680153112e-10,9.742859570238022e-10,9.990306380076745e-10,6.292914887064617e-10,1.555019971213751e-08,1.572889540291787e-08,6.466132986541926e+18,3.0227282418283254e+18,1.520837580774494e-08,0.9314183833835266
0.0,0.0,-35.06526859050837,1.0478825778795924,2.951124029880707,9.612232683918701e-10,8.692332313113969e-10,9.027727930638928e-10,8.458491149761317e-10,8.130886535900012e-10,9.460454000533604e-10,6.169113028890603e-10,1.2289665702336994e-08,1.457143461707013e-08,6.978814251136807e+18,2.510871382305356e+18,1.568478767864463e-08,4.660242890531201
1.0,1.0,8.4455794872259,1.0562061408667838,3.5876805303420514,9.065406233029913e-10,9.004111174203125e-10,8.992161888630881e-10,8.740646660314663e-10,8.686585024408721e-10,7.908357674786091e-10,7.38048828526221e-10,1.4904726859971556e-08,1.2990742135187088e-08,6.922272640938246e+18,2.976040560814103e+18,1.666889582766149e-08,1.4439679302780573
